"","analysis.label","analysis","gene","test","pvalue","p.adjust.fdr","signif.fdr.0.10","signif.fdr.0.05","or","d","totcases","totcontrols","totgenestested","tottests","signif.bonferroni","a","b","c","filename","bonferroni.cutoff","ID","p_val","lower_CI","upper_CI"
"61","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","NKX6-2","zero80",0.28171235027118,0.918816128788952,0,0,1.7511860832894,3,816,6658,147,211,0,6644,813,14,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,61,0.28171235027118,0.321982846042015,6.29297233699252
"62","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","VRK1","zero80",0.439104132625797,0.918816128788952,0,0,2.04110429447853,1,816,6658,147,211,0,6654,815,4,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,62,0.439104132625797,0.0413956315669107,20.6553749254119
"63","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PLA2G6","zero80",0.554044314686787,0.918816128788952,0,0,1.02003699136868,5,816,6658,147,211,0,6618,811,40,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,63,0.554044314686787,0.313312328227983,2.5949100426529
"64","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","POMT2","zero80",0.75190128349892,0.951551065012986,0,0,0.764068265682657,3,816,6658,147,211,0,6626,813,32,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,64,0.75190128349892,0.149411659573599,2.45095531726783
"65","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","B3GAT3","zero80",0.366027019001882,0.918816128788952,0,0,1.36165845648604,4,816,6658,147,211,0,6634,812,24,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,65,0.366027019001882,0.342519761231969,3.97721020007651
"66","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ALG3","zero80",0.577914369906608,0.933553982156829,0,0,1.019987699877,3,816,6658,147,211,0,6634,813,24,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,66,0.577914369906608,0.196175539136519,3.36979565337778
"67","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","KIAA0586","zero80",0.417687409077521,0.918816128788952,0,0,1.25653656688139,4,816,6658,147,211,0,6632,812,26,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,67,0.417687409077521,0.317888694166488,3.63467483517422
"68","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ALG12","zero80",0.250735841261313,0.918816128788952,0,0,1.88617655407323,3,816,6658,147,211,0,6645,813,13,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,68,0.250735841261313,0.344013503839071,6.88352060318156
"69","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ALG6","zero80",0.899107986576108,0.98228991134935,0,0,0.508753071253071,2,816,6658,147,211,0,6626,814,32,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,69,0.899107986576108,0.0589746424539056,2.00052129640647
"70","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TUSC3","zero80",0.685524937166696,0.936727568251752,0,0,0.906475800954329,1,816,6658,147,211,0,6649,815,9,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,70,0.685524937166696,0.0206560886002476,6.55663925838588
"71","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ADGRG1","zero80",0.673346385517598,0.936727568251752,0,0,0.873748023194518,3,816,6658,147,211,0,6630,813,28,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,71,0.673346385517598,0.169612897474914,2.83845721501331
"72","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","OPA3","zero80",0.603606949438228,0.935114756579922,0,0,1.165819456617,1,816,6658,147,211,0,6651,815,7,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,72,0.603606949438228,0.0258360628576991,9.09294775466324
"73","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CHSY1","zero80",0.109949703768066,0.797635123699245,0,0,3.06734317343173,3,816,6658,147,211,0,6650,813,8,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,73,0.109949703768066,0.522962050817125,12.8118728433838
"74","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","NPHP1","zero80",0.176570377341381,0.914955591678065,0,0,1.69323116219668,6,816,6658,147,211,0,6629,810,29,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,74,0.176570377341381,0.572938930549888,4.1668257425343
"75","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","COQ8A","zero80",0.826470126402412,0.977337422893136,0,0,0.626724626724627,2,816,6658,147,211,0,6632,814,26,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,75,0.826470126402412,0.0719614297032986,2.51118569556221
"76","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SLC2A1","zero80",0.423163970601853,0.918816128788952,0,0,1.48469957560867,2,816,6658,147,211,0,6647,814,11,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,76,0.423163970601853,0.159603881855717,6.82008073493438
"77","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TMEM67","zero80",0.370367523085645,0.918816128788952,0,0,1.18647319822521,9,816,6658,147,211,0,6596,807,62,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,77,0.370367523085645,0.516332810350362,2.4126595502334
"78","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","MPDU1","zero80",0.719904847572908,0.941777161251116,0,0,0.815705521472393,1,816,6658,147,211,0,6648,815,10,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,78,0.719904847572908,0.0187732718599094,5.74772456466495
"79","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","POMGNT1","zero80",0.490653852903772,0.918816128788952,0,0,1.1032425767321,5,816,6658,147,211,0,6621,811,37,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,79,0.490653852903772,0.337475369563966,2.82474424148853
"80","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","DPAGT1","zero80",0.106178799215272,0.784543349757286,0,0,2.51799924213717,4,816,6658,147,211,0,6645,812,13,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,80,0.106178799215272,0.596573604988891,8.17428371246241
"81","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PGM1","zero80",0.28843219181729,0.918816128788952,0,0,1.55688482289468,4,816,6658,147,211,0,6637,812,21,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,81,0.28843219181729,0.387558854576929,4.63006082316324
"82","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PGM3","zero80",0.344343638222078,0.918816128788952,0,0,1.53182656826568,3,816,6658,147,211,0,6642,813,16,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,82,0.344343638222078,0.285401409901336,5.36778477775469
"83","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GLI3","zero80",0.28171235027118,0.918816128788952,0,0,1.7511860832894,3,816,6658,147,211,0,6644,813,14,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,83,0.28171235027118,0.321982846042015,6.29297233699252
"84","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","AHI1","zero80",0.406467543485862,0.918816128788952,0,0,1.36121361213612,3,816,6658,147,211,0,6640,813,18,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,84,0.406467543485862,0.256278936012534,4.67747444352434
"85","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","WDR81","zero80",0.423163970601853,0.918816128788952,0,0,1.48469957560867,2,816,6658,147,211,0,6647,814,11,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,85,0.423163970601853,0.159603881855717,6.82008073493438
"86","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GNE","zero80",0.533324517287148,0.918816128788952,0,0,1.0463498687913,5,816,6658,147,211,0,6619,811,39,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,86,0.533324517287148,0.320972846489064,2.66735609899062
"87","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","COASY","zero80",0.495821275812444,0.918816128788952,0,0,1.16622737655948,3,816,6658,147,211,0,6637,813,21,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,87,0.495821275812444,0.222248055887168,3.91875173114561
"88","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GOSR2","zero80",0.495821275812444,0.918816128788952,0,0,1.16622737655948,3,816,6658,147,211,0,6637,813,21,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,88,0.495821275812444,0.222248055887168,3.91875173114561
"89","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","VLDLR","zero80",0.401739878371001,0.918816128788952,0,0,1.23771625004671,5,816,6658,147,211,0,6625,811,33,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,89,0.401739878371001,0.376124377777806,3.20285934253137
"90","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","KIF7","zero80",0.81073444466937,0.977290161399029,0,0,0.708074534161491,4,816,6658,147,211,0,6612,812,46,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,90,0.81073444466937,0.184649881548237,1.94678207313442
"91","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CENPF","zero80",0.229742935710285,0.918816128788952,0,0,1.5337962962963,6,816,6658,147,211,0,6626,810,32,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,91,0.229742935710285,0.522623751906616,3.73420667993164
"92","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ROBO3","zero80",0.684694515644088,0.936727568251752,0,0,0.867198362935173,5,816,6658,147,211,0,6611,811,47,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,92,0.684694515644088,0.268381262981915,2.1797500540723
"93","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CSPP1","zero80",0.878798534553654,0.980627265395808,0,0,0.542833742833743,2,816,6658,147,211,0,6628,814,30,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,93,0.878798534553654,0.0627530398188171,2.14623665973647
"94","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","XYLT2","zero80",0.423163970601853,0.918816128788952,0,0,1.48469957560867,2,816,6658,147,211,0,6647,814,11,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,94,0.423163970601853,0.159603881855717,6.82008073493438
"95","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TOE1","zero80",0.554974152977788,0.918816128788952,0,0,1.36032719836401,1,816,6658,147,211,0,6652,815,6,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,95,0.554974152977788,0.0295380475725113,11.2336257721114
"96","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GRID2","zero80",0.0980849304718218,0.765147153672722,0,0,2.2742841485135,5,816,6658,147,211,0,6640,811,18,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,96,0.0980849304718218,0.658166974597341,6.37677878350795
"97","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TERT","zero80",0.901267908017625,0.98228991134935,0,0,0.428737487891508,1,816,6658,147,211,0,6639,815,19,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,97,0.901267908017625,0.0103090932680934,2.70437697310092
"98","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RELN","zero80",0.190725550286145,0.918816128788952,0,0,2.22978866152298,3,816,6658,147,211,0,6647,813,11,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,98,0.190725550286145,0.39855927468858,8.46293271242003
"99","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SQSTM1","zero80",0.873483059351537,0.980627265395808,0,0,0.595535955359554,3,816,6658,147,211,0,6617,813,41,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,99,0.873483059351537,0.117745873766737,1.87340930598064
"100","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ACO2","zero80",0.383025028708451,0.918816128788952,0,0,1.63341523341523,2,816,6658,147,211,0,6648,814,10,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,100,0.383025028708451,0.173692476082507,7.68350820150142
"101","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","B3GALT6","zero80",0.439104132625797,0.918816128788952,0,0,2.04110429447853,1,816,6658,147,211,0,6654,815,4,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,101,0.439104132625797,0.0413956315669107,20.6553749254119
"102","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","OFD1","zero80",0.714708487597873,0.941777161251116,0,0,0.815252152521525,3,816,6658,147,211,0,6628,813,30,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,102,0.714708487597873,0.158844113280467,2.63069465007575
"103","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CHMP1A","zero80",0.383025028708451,0.918816128788952,0,0,1.63341523341523,2,816,6658,147,211,0,6648,814,10,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,103,0.383025028708451,0.173692476082507,7.68350820150142
"104","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PIGN","zero80",0.64939150931748,0.935114756579922,0,0,0.906130268199234,4,816,6658,147,211,0,6622,812,36,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,104,0.64939150931748,0.233682714957446,2.53745252353724
"105","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SLC35D1","zero80",0.826470126402412,0.977337422893136,0,0,0.626724626724627,2,816,6658,147,211,0,6632,814,26,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,105,0.826470126402412,0.0719614297032986,2.51118569556221
"106","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","FKTN","zero80",0.229742935710285,0.918816128788952,0,0,1.5337962962963,6,816,6658,147,211,0,6626,810,32,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,106,0.229742935710285,0.522623751906616,3.73420667993164
"107","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","KCNA1","zero80",0.314153662253841,0.918816128788952,0,0,1.4858934169279,4,816,6658,147,211,0,6636,812,22,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,107,0.314153662253841,0.371287548006325,4.3899971656222
"108","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ARMC9","zero80",0.257015222400036,0.918816128788952,0,0,2.33450333450333,2,816,6658,147,211,0,6651,814,7,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,108,0.257015222400036,0.236205961127429,12.2841401826356
"109","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SLC35A1","zero80",0.554974152977788,0.918816128788952,0,0,1.36032719836401,1,816,6658,147,211,0,6652,815,6,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,109,0.554974152977788,0.0295380475725113,11.2336257721114
"110","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CPLANE1","zero80",0.524101605448147,0.918816128788952,0,0,1.1130493123113,3,816,6658,147,211,0,6636,813,22,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,110,0.524101605448147,0.212822486646409,3.71728135412938
"111","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ALG1","zero80",0.852226160464114,0.980627265395808,0,0,0.626265493424165,3,816,6658,147,211,0,6619,813,39,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,111,0.852226160464114,0.123540099329009,1.97707336028642
"112","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TCTN1","zero80",0.28843219181729,0.918816128788952,0,0,1.55688482289468,4,816,6658,147,211,0,6637,812,21,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,112,0.28843219181729,0.387558854576929,4.63006082316324
"113","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TXNDC15","zero80",0.500382888520468,0.918816128788952,0,0,1.63263803680982,1,816,6658,147,211,0,6653,815,5,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,113,0.500382888520468,0.0344766264106224,14.6150345139157
"114","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CHST3","zero80",0.754652302576572,0.951551065012986,0,0,0.741121286575832,2,816,6658,147,211,0,6636,814,22,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,114,0.754652302576572,0.0843303180239025,3.02415034974891
"115","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GALNT3","zero80",0.826470126402412,0.977337422893136,0,0,0.626724626724627,2,816,6658,147,211,0,6632,814,26,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,115,0.826470126402412,0.0719614297032986,2.51118569556221
"116","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TMEM231","zero80",0.80211135841214,0.970250402931792,0,0,0.627182633317603,1,816,6658,147,211,0,6645,815,13,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,116,0.80211135841214,0.0147431888316879,4.18607941637874
"117","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","MRE11","zero80",0.436899272497529,0.918816128788952,0,0,1.28937657797631,3,816,6658,147,211,0,6639,813,19,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,117,0.436899272497529,0.243832498595971,4.39445710916207
"118","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","FOLR1","zero80",0.439104132625797,0.918816128788952,0,0,2.04110429447853,1,816,6658,147,211,0,6654,815,4,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,118,0.439104132625797,0.0413956315669107,20.6553749254119
"119","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CEP41","zero80",0.921702680333023,0.99074356049293,0,0,0.38778848962898,1,816,6658,147,211,0,6637,815,21,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,119,0.921702680333023,0.0093688555403736,2.41787452877606
"120","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","KIF1C","zero80",0.840472878920866,0.977825723225832,0,0,0.642843270537969,3,816,6658,147,211,0,6620,813,38,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,120,0.840472878920866,0.126673355212449,2.03336076581466
